1	2	2.19826
1	3	2.19841
1	4	2.19835
1	5	2.19853
1	6	2.19846
1	7	2.1986
1	8	2.19854
1	9	2.19864
1	10	2.19857
1	11	2.19873
1	12	2.19866
1	13	2.19862
1	14	2.19875
1	15	2.19869
1	16	2.19886
1	17	2.19881
1	18	2.19875
1	19	2.1989
1	20	2.19885
1	21	2.1988
1	22	2.19902
1	23	2.19625
1	24	2.19625
1	25	2.19626
1	26	2.19627
1	27	2.19629
1	28	2.1963
1	29	2.19631
1	30	2.19632
1	31	2.19633
1	32	2.19633
1	33	2.19634
1	34	2.19635
1	35	2.19637
1	36	2.19637
1	37	2.19637
1	38	2.19639
1	39	2.1964
1	40	2.19641
1	41	2.1964
1	42	2.19642
1	43	2.19644
1	44	2.19644
1	45	2.19647
1	46	2.19647
1	47	2.19647
1	48	2.19649
1	49	2.1965
1	50	2.19652
1	51	2.19652
1	52	2.19653
1	53	2.19654
1	54	2.19654
1	55	2.19658
1	56	2.19659
1	57	2.19658
1	58	2.19661
1	59	2.19661
1	60	2.19661
1	61	2.19665
1	62	2.19665
1	63	2.19664
1	64	2.19665
1	65	2.19668
1	66	2.19668
1	67	2.19668
1	68	2.19672
1	69	2.19673
1	70	2.19672
1	71	2.19671
1	72	2.19676
1	73	2.19676
1	74	2.19675
1	75	2.19682
1	76	2.19681
1	77	2.1968
1	78	2.19679
1	79	2.19686
1	80	2.19685
1	81	2.19685
1	82	2.19685
1	83	2.19689
1	84	2.19689
1	85	2.1969
1	86	2.19688
1	87	2.19688
1	88	2.19692
1	89	2.19692
1	90	2.19691
1	91	2.19692
1	92	2.19697
1	93	2.19697
1	94	2.19696
1	95	2.19697
1	96	2.19696
1	97	2.19701
1	98	2.197
1	99	2.19701
1	100	2.197
2	1	0.642689
2	2	0.669677
2	3	0.631456
2	4	0.665191
2	5	0.645616
2	6	0.682855
2	7	0.656286
2	8	0.678278
2	9	0.669932
2	10	0.721019
2	11	0.71958
2	12	0.707618
2	13	0.716002
2	14	0.718386
2	15	0.739467
2	16	0.760424
2	17	0.726583
2	18	0.784373
2	19	0.765021
2	20	0.759367
2	21	0.803561
2	22	0.796386
2	23	0.806207
2	24	0.852293
2	25	0.864295
2	26	0.870818
2	27	0.896967
2	28	0.898581
2	29	0.882525
2	30	0.952613
2	31	0.956511
2	32	0.949214
2	33	0.93021
2	34	0.978753
2	35	0.978266
2	36	0.971943
2	37	0.96193
2	38	1.02832
2	39	1.04239
2	40	1.08418
2	41	1.06592
2	42	1.05855
2	43	1.13691
2	44	1.15329
2	45	1.16154
2	46	1.17834
2	47	1.18221
2	48	1.25746
2	49	1.30298
2	50	1.41743
2	51	1.41056
2	52	1.40903
2	53	1.4729
2	54	1.46443
2	55	1.71674
2	56	1.61997
2	57	1.6196
2	58	1.88681
2	59	1.84273
2	60	1.85732
2	61	2.16291
2	62	2.16249
2	63	2.16189
2	64	2.16237
2	65	2.16535
2	66	2.1658
2	67	2.16583
2	68	2.16955
2	69	2.16987
2	70	2.16965
2	71	2.16829
2	72	2.17303
2	73	2.17283
2	74	2.17214
2	75	2.17873
2	76	2.1779
2	77	2.17711
2	78	2.17646
2	79	2.18331
2	80	2.18252
2	81	0.65226
2	82	0.65203
2	83	0.665263
2	84	0.64633
2	85	0.649046
2	86	0.678265
2	87	0.689967
2	88	0.671143
2	89	0.699969
2	90	0.717606
2	91	0.715181
2	92	0.718945
2	93	0.693526
2	94	0.727864
2	95	0.742369
2	96	0.750883
2	97	0.719055
2	98	0.743265
2	99	0.774662
2	100	0.801317
3	1	0.642689
3	2	0.669677
3	3	0.631456
3	4	0.665191
3	5	0.645616
3	6	0.682855
3	7	0.656286
3	8	0.678278
3	9	0.669932
3	10	0.721019
3	11	0.71958
3	12	0.707618
3	13	0.716002
3	14	0.718386
3	15	0.739467
3	16	0.760424
3	17	0.726583
3	18	0.784373
3	19	0.765021
3	20	0.759367
3	21	0.803561
3	22	0.796386
3	23	0.806207
3	24	0.852293
3	25	0.864295
3	26	0.870818
3	27	0.896967
3	28	0.898581
3	29	0.882525
3	30	0.952613
3	31	0.956511
3	32	0.949214
3	33	0.93021
3	34	0.702489
3	35	0.739956
3	36	0.714148
3	37	0.732462
3	38	0.666438
3	39	0.707774
3	40	0.686051
3	41	0.68653
3	42	0.706584
3	43	0.626718
3	44	0.698071
3	45	0.619476
3	46	0.652109
3	47	0.681575
3	48	0.634044
3	49	0.671066
3	50	0.612604
3	51	0.638109
3	52	0.64924
3	53	0.629037
3	54	0.660006
3	55	0.627074
3	56	0.60724
3	57	0.654383
3	58	0.608703
3	59	0.634934
3	60	0.653886
3	61	0.619274
3	62	0.605539
3	63	0.633292
3	64	0.642134
3	65	0.632043
3	66	0.640923
3	67	0.645171
3	68	0.608243
3	69	0.613612
3	70	0.648931
3	71	0.662414
3	72	0.628442
3	73	0.643833
3	74	0.674385
3	75	0.623576
3	76	0.621916
3	77	0.657478
3	78	0.680457
3	79	0.6041
3	80	0.63762
3	81	0.652262
3	82	0.65203
3	83	0.665263
3	84	0.64633
3	85	0.649046
3	86	0.678265
3	87	0.689967
3	88	0.671143
3	89	0.699969
3	90	0.717606
3	91	0.715181
3	92	0.718945
3	93	0.693526
3	94	0.727864
3	95	0.742369
3	96	0.750883
3	97	0.719055
3	98	0.743265
3	99	0.774662
3	100	0.801317
4	1	0.642689
4	2	0.669677
4	3	0.631456
4	4	0.665191
4	5	0.645616
4	6	0.682855
4	7	0.656286
4	8	0.678278
4	9	0.669932
4	10	0.761993
4	11	0.75818
4	12	0.797228
4	13	0.769505
4	14	0.763884
4	15	0.739326
4	16	0.783803
4	17	0.779349
4	18	0.782926
4	19	0.719743
4	20	0.760211
4	21	0.746853
4	22	0.707409
4	23	0.771446
4	24	0.760354
4	25	0.773693
4	26	0.821638
4	27	0.753794
4	28	0.792238
4	29	0.724828
4	30	0.722445
4	31	0.769973
4	32	0.732431
4	33	0.73731
4	34	0.702482
4	35	0.739956
4	36	0.714148
4	37	0.732462
4	38	0.666438
4	39	0.707774
4	40	0.686051
4	41	0.68653
4	42	0.706584
4	43	0.626718
4	44	0.698071
4	45	0.619476
4	46	0.652109
4	47	0.681575
4	48	0.634044
4	49	0.671066
4	50	0.612604
4	51	0.638109
4	52	0.64924
4	53	0.629037
4	54	0.660006
4	55	0.627074
4	56	0.60724
4	57	0.654383
4	58	0.608703
4	59	0.634934
4	60	0.653886
4	61	0.619274
4	62	0.769509
4	63	0.828558
4	64	0.748179
4	65	0.836737
4	66	0.765654
4	67	0.788842
4	68	0.741113
4	69	0.765823
4	70	0.740062
4	71	0.771543
4	72	0.824684
4	73	0.778137
4	74	0.823079
4	75	0.745716
4	76	0.763204
4	77	0.814453
4	78	0.734725
4	79	0.727484
4	80	0.69893
4	81	0.730421
4	82	0.742513
4	83	0.734965
4	84	0.727257
4	85	0.746506
4	86	0.692954
4	87	0.720364
4	88	0.756511
4	89	0.70705
4	90	0.741571
4	91	0.750471
4	92	0.686253
4	93	0.666489
4	94	0.718109
4	95	0.635043
4	96	0.658842
4	97	0.680566
4	98	0.724195
4	99	0.622347
4	100	0.661834
5	1	0.760019
5	2	0.781864
5	3	0.771401
5	4	0.789492
5	5	0.798535
5	6	0.783762
5	7	0.791669
5	8	0.746831
5	9	0.737429
5	10	0.761967
5	11	0.75818
5	12	0.797228
5	13	0.769505
5	14	0.763884
5	15	0.739326
5	16	0.783803
5	17	0.779349
5	18	0.782926
5	19	0.719743
5	20	0.760211
5	21	0.746853
5	22	0.707409
5	23	0.771446
5	24	0.760354
5	25	0.773693
5	26	0.821638
5	27	0.753794
5	28	0.792238
5	29	0.724828
5	30	0.722445
5	31	0.769973
5	32	0.732431
5	33	0.73731
5	34	0.702482
5	35	0.739956
5	36	0.714148
5	37	0.780748
5	38	0.765114
5	39	0.753999
5	40	0.763609
5	41	0.790009
5	42	0.740447
5	43	0.796647
5	44	0.78641
5	45	0.718249
5	46	0.791589
5	47	0.735008
5	48	0.70832
5	49	0.792195
5	50	0.742704
5	51	0.798409
5	52	0.740433
5	53	0.792377
5	54	0.76987
5	55	0.765009
5	56	0.75516
5	57	0.744499
5	58	0.79896
5	59	0.764857
5	60	0.811945
5	61	0.770892
5	62	0.769398
5	63	0.828558
5	64	0.748179
5	65	0.836737
5	66	0.765654
5	67	0.788842
5	68	0.741113
5	69	0.765823
5	70	0.740062
5	71	0.771543
5	72	0.824684
5	73	0.778137
5	74	0.823079
5	75	0.745716
5	76	0.763204
5	77	0.814453
5	78	0.734725
5	79	0.727484
5	80	0.7907
5	81	0.716474
5	82	0.748616
5	83	0.767219
5	84	0.775054
5	85	0.694063
5	86	0.738304
5	87	0.786644
5	88	0.751227
5	89	0.801409
5	90	0.751327
5	91	0.776577
5	92	0.743894
5	93	0.731377
5	94	0.808703
5	95	0.739149
5	96	0.780733
5	97	0.724013
5	98	0.787784
5	99	0.797209
5	100	0.779056
6	1	0.760019
6	2	0.781864
6	3	0.771401
6	4	0.789492
6	5	0.798535
6	6	0.783762
6	7	0.791669
6	8	0.746831
6	9	0.737429
6	10	0.761967
6	11	0.75818
6	12	0.797228
6	13	0.769505
6	14	0.763884
6	15	0.739326
6	16	0.783803
6	17	0.779349
6	18	0.782926
6	19	0.719743
6	20	0.812615
6	21	0.83052
6	22	0.800998
6	23	0.837204
6	24	0.807533
